city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,city_iq,city_sj
sj,1990,18,1990-04-30,0.00018290826543717557,0.0001547484488782303,0.0002961193810868397,0.0002649882749565675,0.01852953227348875,0.4439521626526148,0.4442057874904966,0.4362560341680131,0.4472748611587703,0.44145640899559746,0.04774114595423832,0.10945510230470472,0.01852953227348875,0.020905933065471248,0.003921594131953159,0.037958473636000745,0.010294184596382639,0.04386217784545646,0.029838216221398952,0.02387057297711916,4,0,1
sj,1990,19,1990-05-07,0.0002525109123438427,0.00021130511455259463,0.00024130040874926722,0.00023108791032031207,0.03391582707290459,0.44321153560814525,0.44355549228771063,0.4368801848925198,0.44720737801213806,0.44051933148154776,0.02666301216862,0.11498769015995025,0.03391582707290459,0.022847640862185034,0.003524494362154472,0.03970364130860492,0.009469424611568073,0.04711357222660278,0.03299436288424548,0.01278160003623924,5,0,1
sj,1990,20,1990-05-14,4.761823532176045e-05,0.00025539128754816567,0.00023211121217304626,0.0002522554237287438,0.05099949916321258,0.44116106590591125,0.441304500680239,0.43621889424016935,0.4436985957888066,0.4389736856173451,0.03853754858598287,0.12115386853498929,0.05099949916321258,0.02487749578674618,0.0033960291857379537,0.039444562592132734,0.009576380436795108,0.047544408600331364,0.033664984971663196,0.061128525343283176,4,0,1
sj,1990,21,1990-05-21,0.00019068580295802126,0.0003632864932157731,0.00033733028953077267,0.0003496765931591191,0.022769640003290022,0.44321807346784736,0.44357596680579975,0.43776708264137865,0.44679488912705806,0.44027233600111565,0.0206053382842273,0.11909165506178708,0.022769640003290022,0.0247158173808669,0.003600110491589497,0.040723602796020435,0.01003795513538109,0.04936386797588266,0.034539883598740724,0.005929593750856776,3,0,1
sj,1990,22,1990-05-28,0.00029039850752321484,0.00038808607886129927,0.0003718048169716185,0.00036609157416305784,0.011130462673672657,0.44332184565987265,0.4435375195176138,0.4378496501039944,0.4468466331358743,0.4403341283800021,0.018057399550373193,0.11909003014942844,0.011130462673672657,0.025472774283764155,0.004461488647698081,0.042838748816288366,0.013870789350171686,0.05180401510352965,0.03537474174212453,0.008584665360013486,6,0,1
sj,1990,23,1990-06-04,8.8545581139883e-05,0.00025803658103847575,0.00037530679142804246,0.00026820884497579406,0.014137777788667987,0.44218187461571906,0.442380048058801,0.43660561123139635,0.4462697289450103,0.4399239622966521,0.039092874073258344,0.11790054951583444,0.014137777788667987,0.025402040646597776,0.0030990953398959053,0.041489929448423404,0.010245988674762108,0.05076613318686626,0.035270656487386726,0.057702203709490425,2,0,1
sj,1990,24,1990-06-11,0.0001668613582726444,0.00013715442026307706,0.0003030867346932929,0.00031077211169079297,0.00514329075986539,0.44221532561555515,0.44223643928820294,0.4372768374851027,0.44530847872052937,0.43998783310687545,0.057049144635288526,0.12119248342211553,0.00514329075986539,0.02547153519173543,0.003019255249022083,0.040517138621456596,0.010007881035208168,0.0475902190999039,0.03443640077725966,0.04389532631264428,4,0,1
sj,1990,25,1990-06-18,0.00010215968496712331,0.00010215968496712331,0.00021343821386936724,0.00018745048093265465,0.21294305644457487,0.4221540132643281,0.42206544132191914,0.417842170009164,0.4235751903602383,0.4204751723336496,0.04227297308984413,0.11748464421153097,0.21294305644457487,0.025331575874349064,0.00221429859042242,0.0399781545506409,0.010829933105868314,0.04776845959152387,0.03212745954828154,0.029731991073190377,5,0,1
sj,1990,26,1990-06-25,0.00015113523853833865,0.00021563878470806885,0.00018524415317318826,0.00018233592467875703,0.028501052304155224,0.4419412284421341,0.44190961680386415,0.43722055725304004,0.4456608644454086,0.43916994156040423,0.055335117594661615,0.12210100328295737,0.028501052304155224,0.02624398139186964,0.002781824093566947,0.04179058467849513,0.010895477699822317,0.05000961040946491,0.03363478222229499,0.031126925653088784,10,0,1
sj,1990,27,1990-07-02,8.850184841786061e-05,0.00017928999458651597,0.0002370128176646937,0.00029879212296510406,0.02125519392835619,0.4427368182705276,0.44292014352901815,0.4375699960722074,0.44590181294532105,0.4405917020402494,0.041890874917787355,0.11989261117688679,0.02125519392835619,0.026655913868670635,0.0029711334826059282,0.04178551557447491,0.009608772113945473,0.050003544356091244,0.03599075168992998,0.001622533887660778,6,0,1
sj,1990,28,1990-07-09,0.0002833995267911108,0.00012100039419960064,0.000282029952201755,0.00022470456447350388,0.032722268109594485,0.44008711332303185,0.4402046607612342,0.4349863941287664,0.44344771061857285,0.4378642073039586,0.06423967497761432,0.11970317425651826,0.032722268109594485,0.025593855607219197,0.003169582708667794,0.040490894337872604,0.010516297596318105,0.046578172387702975,0.03188474261240235,0.09359714766866498,8,0,1
sj,1990,29,1990-07-16,0.00042742362455151415,0.0003104537849108734,0.0004414951842075311,0.00041139773046952144,0.08673064425484599,0.4392483414229606,0.4393697923844868,0.43436308120288697,0.4426678141788658,0.43577861309727417,0.05995070728448877,0.12040606425309076,0.08673064425484599,0.025998881650101786,0.0035388297349272053,0.04123050738500814,0.010113933502762166,0.04807782882472449,0.03503232039362547,0.01788260706285484,2,0,1
sj,1990,30,1990-07-23,0.00022222669090009848,0.00025341807204080924,0.0003348896945023856,0.00031667237405164306,0.02432341192331122,0.4421290368947945,0.442242894752061,0.4368177786907274,0.4454372401975319,0.4385003448067818,0.0627715236103414,0.1191712241596983,0.02432341192331122,0.025594824665099554,0.0030572943211533967,0.04149486361399168,0.00938273084766698,0.04678714550782558,0.03365132232108591,0.04811548717839477,6,0,1
sj,1990,31,1990-07-30,8.822394993598712e-05,0.00036340915377798696,0.0005583105631782384,0.0005607471616355539,0.04802323674848898,0.44091809493743483,0.4410462297216556,0.4354923220163716,0.44553094717673497,0.438620071098416,0.05087581112975258,0.11849106647476142,0.04802323674848898,0.025870623033630944,0.003802032128187429,0.0415282735770741,0.01188922753898625,0.05058173129663261,0.033525100975675105,0.055287008626551934,17,0,1
sj,1990,32,1990-08-06,8.840690398257413e-05,9.47918421364876e-05,0.0002422981278486007,0.0002045987717833116,0.04243531391163559,0.4426112697144112,0.44273967021907745,0.43692586381865955,0.4457181409121446,0.4402663818332192,0.029468967994191377,0.11736016503686718,0.04243531391163559,0.02644839877478676,0.0034310298450358915,0.04155124487180984,0.011135060049229532,0.04906583171032864,0.03433134771323296,0.016797311756689085,23,0,1
sj,1990,33,1990-08-13,8.592843836588994e-05,0.00018336169213052493,0.0002963916735288887,0.00024094749438580975,0.12996676302840854,0.4295828602892871,0.4295808143732695,0.4253969177915441,0.43336575749197165,0.4274939808703025,0.14593513115806978,0.12055555311218531,0.12996676302840854,0.02651710689665334,0.0026596897589401206,0.040161315360118986,0.009574883132193027,0.04697421297335316,0.03265280657903818,0.06401668658258801,13,0,1
sj,1990,34,1990-08-20,0.0002801613615833031,0.00024859600204202715,0.00024691282449028644,0.0002537294800296924,0.04771629423081564,0.44230774625360825,0.4424276681564673,0.43699962410480736,0.44549935200067065,0.4390193614261155,0.038143580882040895,0.11921289153435957,0.04771629423081564,0.026765727301803956,0.0036607738960086444,0.041741237986808365,0.010330114844508286,0.049041746848338286,0.034314495542531,0.00795271570513594,21,0,1
sj,1990,35,1990-08-27,0.00037131661034471277,0.000485618698582498,0.0003878656733808511,0.00041744018247738145,0.060109537475336254,0.4406445656168993,0.44079558406417957,0.4360909398969259,0.4437005917207283,0.4385617695135061,0.058435749670698166,0.12237528279929585,0.060109537475336254,0.027185418215410432,0.00278964634106348,0.0420754177456013,0.009585476525306254,0.047277164306444255,0.03582493195892048,0.020114818353984043,28,0,1
sj,1990,36,1990-09-03,0.00034669005808838016,0.00029459081932509877,0.000417996721365558,0.00033938938991951904,0.04250414221083539,0.442611568212833,0.4427672610418649,0.4361124445966801,0.4474275261140607,0.4388854601118831,0.04477220801141358,0.11365786884332313,0.04250414221083539,0.025861841206592844,0.005112615858448298,0.04172147015353509,0.011214091574293643,0.04830685601231465,0.03431554100874791,0.02091333400533134,24,0,1
sj,1990,37,1990-09-10,0.00018674007000564708,0.0006378541026647428,0.00018007594662280773,0.0002163878088805007,0.09421153252810752,0.43876990782078695,0.43894293749922775,0.433689506317363,0.44201786249634084,0.4363266453826541,0.035285546104858116,0.11900689382850198,0.09421153252810752,0.027401229942171597,0.004231930674279923,0.041860673861821934,0.011757679311788326,0.04946981029589289,0.03560658912152762,0.03779551878063793,20,0,1
sj,1990,38,1990-09-17,0.00027764303178738143,0.00025796452513866504,0.00036033300275087294,0.00043224601233536,0.20323724450624053,0.42400430988499827,0.4240649107870419,0.4191602777973875,0.42661014866438995,0.42236808553547656,0.05175317017274336,0.1154366378879797,0.20323724450624053,0.025300876518936893,0.0024644366748965813,0.03993599431368809,0.011473770748686088,0.046379890209453066,0.03379510292701001,0.004666269441804729,40,0,1
sj,1990,39,1990-09-24,0.00017048882118195257,0.00038312259643730775,0.00029287497772704607,0.0003586237493190918,0.07546443170146894,0.4411668340805512,0.44142066879668346,0.4347076845745707,0.4440639063343881,0.4392179708485962,0.024082830899087183,0.11314315345922038,0.07546443170146894,0.025651990961195102,0.0033145359599747026,0.041620502181063786,0.011349138951571218,0.048165661798174365,0.03583055328888581,0.02320175171985229,27,0,1
sj,1990,40,1990-10-01,0.00033592156207930946,0.0002788935305383897,0.0003123103402472786,0.00029570166095829937,0.045828196480563854,0.4420785288929039,0.4421877136362295,0.43603557326707265,0.44578871047322055,0.4396155730383787,0.05305958604709285,0.1154082741389953,0.045828196480563854,0.026720866325101053,0.004262404419295547,0.04228809113523502,0.011800351150954047,0.04894416109053163,0.03512809159350468,0.017196597139916517,42,0,1
sj,1990,41,1990-10-08,0.0002459747988485485,9.708207807314901e-05,0.00025792746381836287,0.00022666861558607579,0.07390022878640003,0.43095121470961756,0.4310744022892688,0.4267423057530537,0.43374346650594187,0.4284258693353919,0.190283747400221,0.12088191838242136,0.07390022878640003,0.026606463989697588,0.003695627377218257,0.04114465146638147,0.010512006761865585,0.04785837453494984,0.035067397557140424,0.08292577209209027,33,0,1
sj,1990,42,1990-10-15,7.880029625578869e-05,9.219634661927276e-05,0.00023852416274997828,0.00021768581840661628,0.18852970879197445,0.39294518206998513,0.39309152547675447,0.38946295945374076,0.39597148868533816,0.39071813560161894,0.36720938055197533,0.11244989895450284,0.18852970879197445,0.023792060876639726,0.002457818764170524,0.036285660228298315,0.009718703204880606,0.04307749528649781,0.03060078171266461,0.08116430514346235,43,0,1
sj,1990,43,1990-10-22,0.00020575275259206648,0.00012630854682036912,0.00018130532874543293,0.00017440937465718995,0.17877409139377706,0.42065722034750663,0.4208542476071707,0.4169338072359017,0.42346787452088097,0.41826072551547305,0.13302154702463834,0.12033138311653836,0.17877409139377706,0.024980241850267988,0.0025332076242525286,0.037676437205112476,0.010735975169449182,0.04531626972273968,0.03053922524793326,0.1287713875661702,37,0,1
sj,1990,44,1990-10-29,0.000364727515199021,0.0002652256559514632,0.0004597952421537708,0.0004278409187210717,0.14654165972416563,0.43337457305028987,0.4334489334676369,0.4287580305244154,0.4357933521545488,0.4316002508896245,0.03218566695076396,0.11970168049433683,0.14654165972416563,0.026075719393323454,0.0025819589069669096,0.04044380431878543,0.012496681109753967,0.04814836969723449,0.03296645132423263,0.00910915102380112,57,0,1
sj,1990,45,1990-11-05,0.0002252309663640316,0.0002682919981049924,0.00026320526152257435,0.00027545570071537556,0.03019807058851957,0.44274689709893505,0.44283967150955605,0.43771599384287674,0.4460340631403037,0.44057302398206705,0.021253774021245446,0.12060884204256431,0.03019807058851957,0.026676860011608128,0.003521210576926204,0.04202259089712269,0.012440205032274493,0.049149352424130086,0.035275361049150425,0.009741313093070829,71,0,1
sj,1990,46,1990-11-12,0.00042903893376488065,0.0003313691352255577,0.0002661364800358722,0.00034654439575178,0.029507492005837733,0.4431287611976682,0.44335006738771193,0.4362493002040964,0.44600574166823737,0.44084193056721577,0.010475159662072395,0.11172801080214632,0.029507492005837733,0.025207828884966015,0.003245824120642151,0.040636031848102626,0.012688221562510224,0.04839228688957388,0.03275331612647988,0.05739207195135439,44,0,1
