city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases,city_iq,city_sj
sj,1990,18,1990-04-30,0.672537697010837,0.4014759598441834,0.36745041273669543,0.20872604083150345,-0.5195458084463693,-1.291423909701996,-1.263584555849334,-1.7232289617887058,-1.274766105165061,-1.086801606945684,0.04323339690119372,-1.5406582417860974,-0.5195458084463693,-1.6330630288163483,0.2259056224407064,-1.1088682961815088,0.17122896233167406,-1.290559193135073,-1.7330286151180754,-0.3691652709531461,4,0,1
sj,1990,19,1990-05-07,1.1676372764289442,0.8288093521934174,-0.27134920318345457,-0.19021792067783044,-0.2851384947166921,-0.7730175866129806,-0.6870125261897269,-0.7404398738878766,-0.397720210158098,-0.6991610673141183,-0.3528834142738856,-0.35525503620911814,-0.2851384947166921,-0.7585073217334156,-0.2914608140770305,-0.20725502743539842,-0.4634166233461642,0.05379151330971402,-0.26698123846409005,-0.6224516051789666,5,0,1
sj,1990,20,1990-05-14,-0.27317577022861317,1.1710283799489418,-0.36253935047992647,0.08661829122814498,-0.020979483475171267,-0.310279056193255,-0.32812585443163933,0.2076410493780581,-0.7166459901606217,-0.0014080959772736583,-0.12298916255349814,1.0319459313344692,-0.020979483475171267,0.190459112518606,-0.4351737131142069,-0.20725502743539842,-0.3261959561790675,0.3460416668846697,0.13284986425972517,0.5002229573354808,4,0,1
sj,1990,21,1990-05-21,0.7356895848016038,1.972347953118767,0.8815463396080316,1.2591108265703945,-0.45328066398817213,-0.14327567656171297,-0.039839839601835764,0.12817761958367332,0.0009370148450793028,-0.2339924197562219,-0.46670360752760687,0.5238555494808572,-0.45328066398817213,0.0774650453311532,-0.17649049485533752,0.32966073932766665,0.016855711762687294,0.9889920047495644,0.4660424498629037,-0.7798998669950171,3,0,1
sj,1990,22,1990-05-28,1.4429252032512747,2.0388116324319547,1.2996106652010497,1.465591501565486,-0.629987715876698,0.2881497206845222,0.319046831332633,0.4551650668014872,0.3995942398482566,0.1536481198753438,-0.5145982433026876,0.5602383745037269,-0.629987715876698,0.4228778035632401,1.0019552772374325,1.3731008144674886,2.5704465649326824,1.9826425269044083,0.8658735525867166,-0.7182896775887364,6,0,1
sj,1990,23,1990-06-04,0.017289627844377858,1.191959380672253,1.354679109816319,0.2831068900466236,-0.5835570364263966,0.37860988417803043,0.40141426414111486,0.47434589472696753,0.798251464851434,0.6188167674332402,-0.11200156964039146,0.39186204479698566,-0.5835570364263966,0.4247151054964349,-0.8375698304102508,0.7855326168241996,0.2226867125253386,1.6319423426144632,0.8658735525867166,0.4214988264274557,2,0,1
sj,1990,24,1990-06-11,0.5710056479546923,0.2800554836045115,0.4839441416548637,0.7973752378808396,-0.7210459415947649,0.03532515974066153,-0.04572322836560029,0.4834796227672423,-0.07879443015552896,0.30870433572796124,0.2291772769691542,1.0162928554453055,-0.7210459415947649,0.4384948697703358,-0.9525401496319438,0.28913879469440057,0.016855711762687294,0.3460416668846697,0.4660424498629037,0.09975672619465664,4,0,1
sj,1990,25,1990-06-18,0.14812989724662606,0.05444123484795878,-0.46383501622279927,-0.5950403163224589,2.111591766301326,0.3472967501926805,0.20726245882370345,0.9091113277049213,-0.6369145451599681,0.8514010912121445,-0.013113233422430651,1.423695884334153,2.111591766301326,0.9161933651990564,-1.9010452832612084,0.967881367780265,1.1146210491474848,1.3396921890395095,0.13284986425972517,-0.19460306763535085,5,0,1
sj,1990,26,1990-06-25,0.46162318273441283,0.87326536180062,-0.9218103928838345,-0.7650047569481381,-0.3640255714526412,0.3368590396760747,0.23079601058400545,0.8113804431087317,0.5590571298495638,0.30870433572796124,0.1984683634427788,1.2438970398197848,-0.3640255714526412,0.795850090407431,-1.2687085275217784,0.9374899093230448,0.7544167978158467,1.3396921890395095,0.13284986425972517,-0.19460306763535085,10,0,1
sj,1990,27,1990-07-02,0.017289627844377858,0.5995830526562796,-0.3009460829307612,0.6584866408793046,-0.47469287053078685,0.804236552277036,0.8250182048875281,0.9858346394069153,0.7185200198508257,1.0839854149910926,-0.05819053768133019,0.8034956347377596,-0.47469287053078685,0.9768243280942444,-1.0100253092427898,0.9374899093230448,-0.29189078937528734,1.3396921890395095,1.1990661381898953,-0.8791607277051359,6,0,1
sj,1990,28,1990-07-09,1.4081216915902763,0.16391415850569507,0.25180013653925004,-0.23631342490156731,-0.29753503534662695,0.2835107376914731,0.26021295110811876,0.595824471588452,0.31986279484764835,0.5412886595069095,0.37342465059763247,0.8584929283535713,-0.29753503534662695,0.5570008426930708,-0.7225995111885578,0.39044365631302175,0.47997546346964765,0.05379151330971402,-0.6001738240672686,1.2635047483132913,8,0,1
sj,1990,29,1990-07-16,1.6427182946285075,1.602621769418786,2.1837330139675277,2.066354491129135,0.5341601450980932,0.4087632720091999,0.3896474882609639,0.7830658871429766,0.4793256848489102,-0.0014080959772736583,0.2939759018413221,1.0590215220312598,0.5341601450980932,0.7618600051255986,-0.2052330746507011,0.7956631030002453,0.17122896233167406,0.6967418511746107,0.8658735525867166,-0.49923122636640527,2,0,1
sj,1990,30,1990-07-23,0.9652713419941854,1.1569502731065808,0.8699272037005421,0.8746313101704133,-0.4280367994326684,0.3206226000121931,0.2955132795722842,0.5437622246361105,0.31986279484764835,-0.15646431182989112,0.33989840555507606,0.6440034832607896,-0.4280367994326684,0.5073936912041426,-0.8950549900210978,0.7855326168241996,-0.48056920674805426,0.05379151330971402,0.13284986425972517,0.19901758690477556,6,0,1
sj,1990,31,1990-07-30,0.017289627844377858,1.9955017543224385,2.4951178107748593,2.6090701969163757,-0.06335311326476682,0.5676484318088242,0.5543823538779744,0.6798547657226512,1.2766401348552647,0.7738729832858577,0.11648401632190544,0.5970442556229087,-0.06335311326476682,0.6699949098805236,0.13967788301437697,0.8767069923376897,1.5948933842563373,1.6319423426144632,0.13284986425972517,0.3701570019222218,17,0,1
sj,1990,32,1990-08-06,0.017289627844377858,-0.03632315514675436,-0.2344671552823122,-0.4899729953854402,-0.1503542893221277,0.9967543367466983,0.9897530705045385,0.9100247008286332,0.8779829098520875,1.1615135229174234,-0.2948463850405525,0.3203655630993946,-0.1503542893221277,0.8987389971230704,-0.37768855350335995,0.8463155338095547,0.9602477985784981,0.9889920047495644,0.4660424498629037,-0.5266135327691966,23,0,1
sj,1990,33,1990-08-13,0.017289627844377858,0.6716384644278734,0.5172879319162429,0.03974945114300353,1.2459469689041707,0.6453513932892251,0.5602657418180733,1.2315319118616292,0.9577143548527411,0.9289291991384752,1.2818027647023618,1.6614534152273313,1.2459469689041707,1.262524774429894,-1.326193687132625,0.7348801860148902,-0.08605978862464284,0.6967418511746107,0.13284986425972517,0.6131749712469956,13,0,1
sj,1990,34,1990-08-20,1.380470432415883,1.1247196661413592,-0.177632234214208,0.11262689218000779,-0.0692132961080087,0.9492047639093264,0.9368025773964577,1.0351567689062202,0.8779829098520875,0.6188167674332402,-0.12862382558586066,0.7045005062174556,-0.0692132961080087,1.0429671967247167,-0.06152017563364544,0.9476203954990906,0.3084496295107765,0.9889920047495644,0.4660424498629037,-0.7319808307901321,21,0,1
sj,1990,35,1990-08-27,1.6427182946285075,2.0388116324319547,1.5289767578968398,2.132107868473198,0.12327117112770698,0.775242910600001,0.7779510997194992,1.219658065729,0.638788574850172,1.0839854149910926,0.26298525516332866,1.4156578183562223,0.12327117112770698,1.262524774429894,-1.2399659477062956,1.1704910910884194,-0.274738205985403,0.3460416668846697,1.1990661381898953,-0.4478894018611714,28,0,1
sj,1990,36,1990-09-03,1.6427182946285075,1.4717543911375839,1.8763537334612808,1.1609963177952374,-0.14900193943522574,1.1092496690512716,1.1191876076573837,0.644233227964045,1.9144916948603576,0.5412886595069095,-0.0018439073577058169,-0.41321372255831806,-0.14900193943522574,0.6479472870036994,1.9217178310512142,0.9374899093230448,1.0288581321740538,0.6967418511746107,0.4660424498629037,-0.43077546035942677,24,0,1
sj,1990,37,1990-09-10,0.7287121349149205,2.0388116324319547,-0.9602060582460651,-0.32005181830445495,0.6556462432714548,1.2263839835371269,1.2486221448102288,1.3320029151896,1.1969086898546113,1.3165697387700408,-0.17708192766417757,0.8834532385392038,0.6556462432714548,1.4306378987772528,0.7720146387739266,1.190752063440511,1.5605882174645629,1.3396921890395095,1.1990661381898953,-0.030309229218602542,20,0,1
sj,1990,38,1990-09-17,1.4444952864841014,1.2762401950858275,1.3637731922957312,2.5173589180868885,2.111591766301326,0.5630094488157751,0.5131986374737101,0.8451752346199506,0.24013134984699475,1.0839854149910926,0.1728306466455298,0.9088366048211484,2.111591766301326,0.8619929590379012,-1.5561343255760105,0.8767069923376897,1.6291985510601175,0.6967418511746107,0.8658735525867166,-0.8038593850974596,40,0,1
sj,1990,39,1990-09-24,0.6045007569216678,2.0388116324319547,0.38441848885422175,1.409289406089362,0.3588054430964693,1.0257479792355007,1.0897706671333172,0.5876041173112796,0.798251464851434,1.3940978466963716,-0.3962703196230764,-0.4500196036774999,0.3588054430964693,0.5891536260417085,-0.5214014525405363,0.9476203954990906,1.1660787993411494,0.6967418511746107,1.1990661381898953,-0.3760108475538439,27,0,1
sj,1990,40,1990-10-01,1.6427182946285075,1.3575580164590824,0.6150471082640497,0.6335920762033123,-0.09671107714168235,1.3087259280105308,1.295689249154592,0.9940549943234782,1.5158344698571802,1.3940978466963716,0.15874398906462373,-0.014271815773323641,-0.09671107714168235,1.046641800526802,0.7720146387739266,1.2515349804258662,1.5262830506727885,0.9889920047495644,0.8658735525867166,-0.5163451678681499,42,0,1
